Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,"Yes, absolutely",Yes,Because I come into contact with different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,35,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,12,Marrried,Christian,7,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,35,30-39,Voc./Tech./Commercial,17,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,35,30-39,Voc./Tech./Commercial,17,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,It can easily spread from human to human, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,No,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Islam,6,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,If they are affected person without showing symptoms, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Islam,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Islam,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,35,30-39,Voc./Tech./Commercial,17,Marrried,Islam,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Come into contacts with different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Single,Christian,9,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,I come into contact with countless people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,36,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I pick different passengers who might have been exposed to the virus, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,Voc./Tech./Commercial,17,Marrried,Islam,3,Bolt
Yes,"Yes, absolutely",Yes,Through the payment of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,JSS/JHS/Mid. School,11,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,SSS/SHS,14,Single,Islam,1,Bolt
Yes,"Yes, absolutely",Yes,Because we deal with different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,37,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,6,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,No,Kumasi,Male,37,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Through contact and touching affected surface, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,Tertiary,16,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,I don't know the status of the person boarding, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,5,Bolt
Yes,"Yes, absolutely",Yes,I sometimes forget to wash my hands before eating and even sanitise my hands after taking money from passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,38,30-39,No formal education,0,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,No formal education,0,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Interact with people from different places, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,38,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,38,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,I don't know the status of the person boarding, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,Yes, ,No,No,Yes,Yes,Kumasi,Male,38,30-39,Voc./Tech./Commercial,17,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,38,30-39,Prmiary,8,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,38,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,39,30-39,JSS/JHS/Mid. School,10,Marrried,Christian,6,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,30-39,JSS/JHS/Mid. School,10,Marrried,Christian,10,Bolt
Yes,"Yes, absolutely",Yes,"The people we come in contact, we don't know their health status.  I am always afraid that one day I might pick an infected person", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,39,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,39,30-39,Tertiary,20,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,"Personally I think that we pick money from different people without sanitising our hands. Also, we meet different people everyday for which we have conversation with them", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,40 & above,Prmiary,8,Marrried,Christian,13,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,No,No,Kumasi,Male,40,40 & above,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,40,40 & above,Tertiary,16,Co-habiting (living with a partner but not married),Christian,2,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,40,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Meet a lot of different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,42,40 & above,SSS/SHS,14,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,43,40 & above,JSS/JHS/Mid. School,11,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,45,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,45,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,9,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,Yes,No,No,Kumasi,Male,45,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,45,40 & above,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,No,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,45,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,48,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,48,40 & above,Prmiary,8,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,49,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,49,18-29,JSS/JHS/Mid. School,11,Single,Christian,1,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,22,18-29,SSS/SHS,14,Single,Christian,8,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,23,18-29,Tertiary,17,Single,Christian,2,Uber
Yes,"Yes, absolutely",Yes,The people I meet may have it, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,No,No,Yes,Accra,Male,23,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Through money or touch, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,23,18-29,Tertiary,16,Single,Islam,2,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,23,18-29,Voc./Tech./Commercial,17,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,No,No, ,No,No,Yes,Yes,Accra,Male,24,18-29,Tertiary,17,Single,Christian,3,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,No,Yes, ,Yes,No,No,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I meet different people all the time, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,No,No,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,The people I meet, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,No,Yes,Accra,Male,25,18-29,Tertiary,17,Single,Christian,3,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,26,18-29,Tertiary,16,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Touches and in the air, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,8,Uber
Yes,"Yes, absolutely",Yes,I pick people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,I meet a lot of people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,It's airbone so through talking, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,Voc./Tech./Commercial,17,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Can touch items in car and I get get infected, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,Tertiary,18,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,I meet different people all the time, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,17,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,27,18-29,Tertiary,18,Single,Islam,5,Uber
